url,statuscode
http://www.keck.usc.edu/education/md-program/financial-aid/,200
http://www.keck.usc.edu/keck-school-news-events/feed/,200
http://www.keck.usc.edu/wp-content/uploads/sites/9/2015/02/deansreport05-feb2009.jpg,200
http://www.keck.usc.edu/events-2/2016-02-12/,200
http://www.keck.usc.edu/wp-content/uploads/sites/9/2015/02/deansreport05-feb2009.pdf,200
http://www.keck.usc.edu/keck-school-news-events/?ajaxCalendar=1&mo=3&yr=2016,200
http://www.keck.usc.edu/education/md-program/combined-degrees/,200
http://www.keck.usc.edu/education/student-services/student-life/life-in-los-angeles/,200
http://www.keck.usc.edu/news,301
http://www.keck.usc.edu/keck-events/?pno=6,200
http://www.keck.usc.edu/wp-content/uploads/revslider/small-slider/half-slider1.jpg,200
http://keck.usc.edu/en/Education/Academic_Department_and_Divisions/Department_of_Ophthalmology.aspx,200
http://www.keck.usc.edu/education/student-services/library/,200
http://www.keck.usc.edu/wp-content/uploads/revslider/landing-research/research-main21.jpg,200
http://www.keck.usc.edu/wp-content/uploads/sites/9/2015/02/deansreport26-apr2014.pdf,200
http://www.keck.usc.edu/wp-content/uploads/revslider/landing-research/research-main11.jpg,200
http://www.keck.usc.edu/?page_id=435,404
http://www.keck.usc.edu/events-2/categories/,200
http://www.keck.usc.edu/keck-events/?pno=7,200
http://www.keck.usc.edu/form/,200
http://www.keck.usc.edu/research/feed/,200
http://www.keck.usc.edu/wp-content/uploads/revslider/landing-research/research-main3.jpg,200
http://keck.usc.edu/en/Research/Office_of_Research_Advancement/Research_Development.aspx,301
http://www.keck.usc.edu/facts-figures/,301
http://www.keck.usc.edu/we-can-help/,200
http://www.keck.usc.edu/education/md-program/student-affairs/registrar/,200
http://www.keck.usc.edu/?p=425,301
http://www.keck.usc.edu/?p=6499,301
http://www.keck.usc.edu/keck-events/?pno=8,200
http://www.keck.usc.edu/events/categories/otolaryngology/,200
http://www.keck.usc.edu/research/about-keck-school-of-medicine-research/facts-figures/,200
http://keck.usc.edu/en/About/Administrative_Offices/Office_of_Alumni_Affairs/News_and_Events.aspx,200
http://www.keck.usc.edu/education/residency-clinical-fellowships/,200
http://keck.usc.edu/en/Education/Department_of_Medical_Education/Conference.aspx,200
http://www.keck.usc.edu/events/otolaryngology-grand-rounds-2016-02-26/,200
http://www.keck.usc.edu/education/continuing-medical-education/,200
http://www.keck.usc.edu/events/international-surgical-sleep-society-vii-symposium/,200
http://www.keck.usc.edu/education/md-program/curriculum/year-i-ii-continuum/,200
http://keck.usc.edu/en/Research/Clinical_Research/Clinical_Trials.aspx,301
http://keck.usc.edu/en/Research/Clinical_Research/Support_Infrastructure.aspx,301
http://www.keck.usc.edu/keck-events/?pno=2,200
http://keck.usc.edu/en/About/Administrative_Offices/Office_of_Administration.aspx,200
http://keck.usc.edu/en/Research/Research_Institutes.aspx,301
http://www.keck.usc.edu/events/advances-in-diagnosis-and-treatment-of-sleep-apnea-and-snoring/,200
http://keck.usc.edu/en/Education/Residencies_and_Fellowships.aspx,301
http://www.keck.usc.edu/education/student-services/clubs-organizations/,200
http://keck.usc.edu/en/Education/Academic_Resources.aspx,301
http://keck.usc.edu/en/About/Administrative_Offices/Office_of_Alumni_Affairs/Get_Involved.aspx,200
http://www.keck.usc.edu/research/research-training-education/graduate-research-education/,200
http://www.keck.usc.edu/keck-events/?ajaxCalendar=1&mo=1&yr=2016,200
http://keck.usc.edu/en/Education/Academic_Department_and_Divisions.aspx,301
http://www.keck.usc.edu/about-us/leadership/senior-administration/,200
http://www.keck.usc.edu/?p=7207,301
http://keck.usc.edu/Education.aspx,301
http://www.keck.usc.edu/education/md-program/research-opportunities/,200
http://keck.usc.edu/en/Research/Office_of_Research_Advancement/Meet_Our_Staff.aspx,301
http://keck.usc.edu/en/Research/Centers_and_Programs/USC_Neurorestoration_Center.aspx,301
http://www.keck.usc.edu/contact-us/feed/,200
http://keck.usc.edu/Research/Research_Institutes/Institute_for_Genetic_Medicine/IGM_Research_Units/Center_for_Applied_Molecular_Medicine.aspx,200
http://www.keck.usc.edu/?p=3373,301
http://www.keck.usc.edu/research/research-resources/conduct-a-clinical-trial/,200
http://www.keck.usc.edu/wp-content/uploads/wpcf7_captcha/3856813346.png,200
http://www.keck.usc.edu/about-us/leadership/,200
http://www.keck.usc.edu/events-2/2016-02-09/,200
http://www.keck.usc.edu/news/usc-mini-symposium-showcases-the-next-generation-of-top-stem-cell-scientists/,200
http://www.keck.usc.edu/events-2/,200
http://www.keck.usc.edu/education/md-program/curriculum/,200
http://www.keck.usc.edu/about-us/community-outreach/,200
http://www.keck.usc.edu/events-2/2016-02-25/,200
http://keck.usc.edu/en/About/Administrative_Offices/Office_of_Faculty_Affairs.aspx,200
http://keck.usc.edu/en/About/About_Keck/Health_Sciences_Campus/Maps_and_Directions.aspx,200
